@relation pendigits
@attribute 'a1' integer
@attribute 'a2' integer 
@attribute 'a3' integer 
@attribute 'a4' integer
@attribute 'a5' integer 
@attribute 'a6' integer 
@attribute 'a7' integer
@attribute 'a8' integer 
@attribute 'a9' integer 
@attribute 'a10' integer
@attribute 'a11' integer 
@attribute 'a12' integer 
@attribute 'a13' integer
@attribute 'a14' integer 
@attribute 'a15' integer 
@attribute 'a16' integer 
@attribute class {3, 8, 9}

@data
100, 87, 26,100,  0, 70, 66, 68, 97, 99, 86, 66, 72, 33, 69,  0, 9
 57, 96,  3,100, 27, 74, 62, 90, 86, 71,100, 31, 63,  0,  0,  3, 9
 66, 86,  0, 94, 21, 52, 80, 14, 14,  0, 42, 39,100, 78, 49,100, 8
 25, 75, 37, 98, 92,100,100, 75, 68, 51, 97, 27, 51,  9,  0,  0, 3
 78, 67, 65,100,  0, 75, 56, 37, 84,  0,  2, 10, 35, 52,100, 86, 8
  0, 98,  5, 73, 70, 39,100,  0, 43,  9, 53, 50, 84, 90, 26,100, 8
 41, 81, 63,100, 82, 75, 52, 47,100, 46, 98, 17, 46,  0,  0,  9, 3
 24, 86, 36, 55, 98, 77, 27,100, 45, 81,100, 49, 84, 10,  0,  0, 9
 28, 61, 59, 27, 33,  0,  2, 20, 63, 46,100, 79, 48,100,  0, 74, 8
 34, 71, 16, 65, 17, 23,  0,  0,  1, 42, 44, 75,100,100, 46, 91, 8
 25, 89, 62,100, 65, 78, 66, 52,100, 33, 81,  7, 41,  0,  0,  3, 3
 56, 80,  5,100, 10, 65, 87, 33, 71,  0,  0, 22, 58, 59,100, 97, 8
 93, 69,100,100, 44, 95, 12, 68, 68, 69, 80, 46, 50, 17,  0,  0, 9
 80,100, 32, 85, 63, 72, 61, 81, 86, 48,100, 16, 53,  0,  0,  5, 9
 21, 83, 55,100, 92, 86, 73, 61, 92, 35,100,  9, 52,  0,  0,  0, 3
 69, 90, 33,100, 63, 76, 70, 98,100, 61, 98, 16, 51,  0,  0, 10, 9
 34, 78, 60,100,100, 81, 70, 57, 94, 39, 89,  9, 39,  0,  0, 17, 3
  0, 79, 65, 71,100,100, 27, 90,  3, 62, 78, 68, 70, 41, 35,  0, 9
 75, 87, 39,100, 30, 65, 83, 75,100, 70, 91, 31, 57,  0,  0,  9, 9
 38, 78, 52,100, 97, 79, 58, 52, 78, 41,100, 11, 38,  0,  0, 20, 3
 49, 84, 55,100,100, 98, 72, 72, 48, 50, 81, 31, 49,  8,  0,  0, 3
  0, 92, 44,100, 80, 88, 43, 67, 71, 45,100, 23, 54,  7,  2,  0, 3
 98, 70, 85,100, 33, 86, 46, 65,100, 73, 84, 37, 52,  6,  0,  0, 9
100, 75, 79,100, 47, 82, 79, 84, 66, 64, 62, 23, 36,  0,  0,  5, 9
100, 80, 54,100, 42, 64, 92, 80, 96, 76, 94, 35, 62,  0,  0,  8, 9
 53, 92, 88,100,100, 86, 73, 65, 70, 39, 70, 13, 36,  1,  0,  0, 3
 45, 72, 18,100,  0, 64, 64, 33, 98,  0,  7,  5, 26, 41,100, 68, 8
100, 94, 40,100,  0, 68, 43, 35, 92,  5, 23,  0,  3, 34, 46, 68, 8
 47, 74, 68,100,100, 88, 74, 60, 62, 34, 96, 18, 52,  0,  0,  4, 3
 51, 67,100, 87, 56,100,  0, 84, 48, 74, 91, 54, 65, 24, 22,  0, 9
 77, 96, 29, 90, 66, 73, 66,100,100, 64, 93, 19, 49,  0,  0, 20, 9
 63, 65, 35,100,  1, 69, 61, 36, 79,  0,  0, 15, 33, 54,100, 86, 8
 41, 85, 77,100, 92, 73, 66, 49,100, 31, 78,  5, 37,  0,  0, 15, 3
 49,100, 19, 91, 31, 54, 36, 15,  0,  0,  7, 36, 51, 63,100, 87, 8
  7,100,  0, 73, 57, 81, 49, 80, 76, 52,100, 23, 65,  0,  1,  2, 9
 60, 90, 26, 82, 49, 39, 35,  0,  0, 23, 56, 54,100, 90, 37,100, 8
100, 67, 66,100,  0, 89, 10, 55, 70, 70, 87, 50, 74,  9, 12,  0, 9
 86, 86, 37,100,  0, 74, 53, 62,100, 86, 83, 66, 61, 32, 41,  0, 9
 41,100,  0, 80, 52, 71, 68, 77, 83, 49,100, 19, 65,  0,  6,  2, 9
 25, 98,  7, 67, 95, 78, 36,100,  0, 79,100, 71, 76, 33, 14,  0, 9
 17, 85, 51,100, 83, 82, 55, 53, 59, 39,100, 20, 55,  0,  0,  3, 3
100, 71, 46, 71, 18, 92, 66,100, 91, 74, 75, 45, 44, 19,  0,  0, 9
 40,100,  7, 84, 72, 47,100,  5, 22,  0, 52, 45, 84, 90,  0, 94, 8
100, 81, 52, 62, 17, 77, 57,100, 79, 68, 75, 31, 52,  0,  0, 12, 9
 81, 82,  0, 95, 19, 62, 84, 29, 45,  0, 24, 33, 83, 68,100,100, 8
 57, 87,100, 69, 97,100, 23, 83, 74, 59, 96, 52, 78, 10,  0,  0, 9
 44,100, 58, 57,100, 88, 40, 95, 63, 62, 77, 60, 67, 10,  0,  0, 9
  0, 81, 54, 58,100, 82, 33,100, 37, 81, 82, 55, 72, 20, 12,  0, 9
 59, 99, 16, 72, 89, 38, 91,  0, 28, 18, 73, 58,100,100,  0, 95, 8
  3, 92, 12, 64, 60, 28, 18,  0,  0, 32, 67, 55,100, 91, 33,100, 8
 97, 69, 79,100,  0, 92, 18, 60, 96, 74,100, 68, 83, 32, 83,  0, 9
 87, 62, 61,100,  0, 87, 18, 48, 78, 73,100, 63, 71, 20, 10,  0, 9
 44, 68, 58, 44,100,  7,  0,  0,  7, 36, 78, 68, 93,100, 11, 74, 8
 54, 63,100, 76, 80,100, 43, 75, 51, 35, 47,  0,  0, 16, 27, 46, 8
 88, 78, 34,100,  0, 73, 45, 38, 78,  0, 21, 11, 50, 49,100, 82, 8
100,100, 63, 85, 83, 78, 93, 84, 90, 52, 77, 23, 45,  0,  0,  2, 9
  4, 11, 46, 53, 76,100, 24, 98, 41, 53,100, 24, 57,  0,  0, 15, 8
 88,100, 53, 84, 77, 69,100, 86, 88, 60, 73, 35, 43, 13,  0,  0, 9
 23, 67, 31, 94, 90,100, 80, 75, 76, 44,100, 14, 56,  0,  0,  5, 3
  5, 88, 50,100, 76, 80, 44, 58, 73, 43,100, 21, 59,  3,  0,  0, 3
100,100, 31, 89, 36, 55, 70, 22, 23,  0,  0, 28, 43, 58, 86, 89, 8
 46, 84, 72,100, 83, 83, 82, 60,100, 36, 77, 12, 39,  0,  0,  3, 3
100, 90, 27,100,  0, 66, 56, 33, 81,  0, 10, 16, 33, 57, 98, 84, 8
 28, 95, 39, 84, 67,100, 42, 90, 81, 62,100, 27, 56,  3,  0,  0, 9
  0, 80, 39,100, 73, 83, 38, 57, 60, 42,100, 22, 62,  1,  9,  0, 3
  8, 94, 40, 66, 95,100, 26,100, 88, 85,100, 50, 81,  1,  0,  0, 9
 55, 79, 82,100, 98, 81, 69, 60,100, 42, 85, 19, 45,  5,  0,  0, 3
100, 81, 55,100,  0, 83, 33, 65, 85, 85, 83, 64, 64, 32, 62,  0, 9
 53, 93,  3, 71, 47, 34, 23,  0,  0, 29, 59, 63,100,100,  9, 98, 8
100,100, 55, 91, 79, 72, 94, 93, 86, 66, 80, 35, 48, 11,  0,  0, 9
 60, 59, 98, 26, 48,  0, 25, 19, 77, 49,100, 85, 43,100,  0, 70, 8
 54, 64, 30, 96, 15, 61, 69, 27, 52,  0,  0, 30, 48, 66,100,100, 8
 81, 69, 63,100,  0, 82, 41, 41, 81,  0, 19,  3, 41, 44,100, 74, 8
 94, 79, 69,100, 48, 71, 85, 70,100, 54, 85, 18, 44,  0,  0,  9, 9
 61, 74, 78,100,100, 79, 73, 52, 87, 40, 87, 12, 41,  0,  0, 14, 3
 89, 92, 20,100, 11, 67, 43, 34, 54,  0,  0, 24, 34, 56,100, 82, 8
  0, 85, 49,100,100, 93, 69, 70, 38, 48, 96, 35, 91, 13, 36,  0, 3
  0, 82, 46,100, 88, 91, 45, 68, 49, 43,100, 25, 83,  6, 23,  0, 3
 46, 99, 82,100, 82, 72, 77, 56,100, 31, 75,  7, 38,  0,  0,  6, 3
 85,100, 40, 99, 51, 71,100, 96, 71, 91, 91, 57, 62, 24,  0,  0, 9
 77, 87, 87, 57,100, 19, 13,  0, 28, 35, 83, 69, 94,100,  0, 79, 8
  0, 53, 84, 42,100,  6, 10,  0,  2, 34, 66, 66, 86,100,  5, 84, 8
 44, 89, 62, 48, 61,  0,  0,  6, 35, 47,100, 72, 81,100, 14, 84, 8
100,100, 12, 94,  0, 72, 85, 83, 94, 85, 81, 56, 65, 27, 62,  0, 9
 39, 73, 76,100, 22, 79, 50, 43, 69,  6,  0,  0, 26, 30,100, 52, 8
 87,100, 31, 76,100, 91, 38, 80, 22, 62,  0,  0, 73,  9, 33, 64, 8
  2, 96, 53,100,100, 91, 67, 71, 55, 49, 79, 24, 46,  6,  0,  0, 3
 86,100, 43, 83, 71, 66,100, 87, 83, 67, 76, 40, 48, 17,  0,  0, 9
  0, 85, 43,100, 68, 87, 50, 61, 92, 44,100, 14, 55,  0,  8,  8, 3
 29, 95, 93, 67, 84,100, 10, 68,  0, 18, 74,  0,100, 44, 17, 44, 8
 79, 89,100,100, 41, 96,  0, 74, 53, 66, 95, 51, 74, 24, 39,  0, 9
 99, 74,100,100, 45, 90, 44, 65,100, 66, 92, 35, 57,  8,  0,  0, 9
100,100,  9, 95,  0, 52, 98, 26, 48,  0, 46, 45, 98, 90, 18, 71, 8
 57, 53,100, 85, 62,100, 51, 61, 79, 24, 29,  0,  0, 30, 61, 56, 8
  0, 85, 43,100,100, 95, 85, 74, 44, 57, 33, 37, 50, 16,  9,  0, 3
  0, 31, 52, 59, 46,100, 11, 81, 65, 52,100, 17, 38,  0,  9, 26, 8
 88, 99,  9,100,  0, 54, 55, 12,  4,  0, 24, 40,100, 73, 63, 94, 8
 87, 74, 64,100, 11, 85, 68, 78,100, 72, 84, 26, 38,  0,  0, 15, 9
 72,100,  5, 97, 53, 52, 93,  6,  0,  0, 11, 43,100, 77, 58, 99, 8
100, 94, 53, 80, 68, 39, 68,  0,  0,  0, 17, 36, 62, 69, 88,100, 8
 61, 59,100, 80, 66,100, 15, 85,  0, 55, 55, 48, 87, 32, 71,  0, 9
 23, 84, 56,100,100, 93, 80, 73, 68, 51, 76, 28, 42, 12,  0,  0, 3
  0, 67, 35, 98, 88,100, 64, 65, 49, 39,100, 22, 63,  0,  8,  1, 3
 44, 87, 21, 78, 68, 41, 70,  0,  0, 13, 45, 47,100, 80, 41,100, 8
 30, 83, 60,100,100, 86, 67, 60, 94, 43, 75, 14, 27,  0,  0, 16, 3
 83, 95,  0, 86, 56, 49,100, 13, 17,  0, 48, 40, 99, 79, 37,100, 8
 63, 66, 58,100, 11, 76, 36, 38, 63,  0,  0,  3, 36, 36,100, 62, 8
 70, 61, 65,100, 15, 70, 72, 34, 87,  0,  0, 10, 23, 50,100, 76, 8
 42, 98,  0, 69, 54, 36, 71,  0, 14, 16, 54, 54,100, 91, 39,100, 8
  4,100, 23, 65, 89, 36,100,  0, 20,  8, 32, 49, 79, 85,  0, 89, 8
 84, 92, 41, 91, 37, 46, 66,  0,  0,  9, 46, 49,100, 85, 33,100, 8
 26, 87, 63,100, 83, 83, 57, 57,100, 40, 90, 10, 41,  0,  0, 12, 3
  6, 85, 48,100, 83, 83, 60, 56,100, 38, 86, 13, 34,  0,  0,  2, 3
 33, 94, 60, 64, 99,100, 38, 99, 79, 85,100, 55, 73, 11,  0,  0, 9
100, 81, 64,100, 43, 68, 87, 77, 81, 55,100, 20, 57,  0,  0,  8, 9
100, 75, 60,100,  0, 85, 14, 53, 75, 68, 88, 78, 73, 39, 71,  0, 9
 16, 88, 58,100, 96, 82, 72, 55,100, 34, 98,  7, 48,  0,  0, 10, 3
100,100, 37, 89, 43, 57, 69, 26, 33,  0,  0, 19, 35, 48, 83, 73, 8
100, 73, 76,100,  0, 88, 21, 64, 98, 78, 96, 65, 86, 32, 82,  0, 9
 65, 60,100,100,  5,100, 19, 57, 65, 15,  0,  0, 13, 43, 97, 75, 8
 19, 87, 61,100, 96, 77, 72, 50, 64, 39,100, 15, 51,  0,  0, 14, 3
 88, 99, 18,100,  0, 69, 75, 81,100, 95, 86, 62, 73, 30, 76,  0, 9
 39, 92, 89,100, 95, 77, 53, 57, 91, 45,100, 17, 55,  0,  0,  2, 3
 78,100, 23, 83, 59, 64,100, 83, 76, 74, 77, 46, 55, 20,  0,  0, 9
 19, 93,  9, 74,100, 94, 25,100,  1, 49,  0,  0, 93, 16, 46, 60, 8
100, 79, 81,100, 41, 79, 62, 59, 93, 64, 80, 27, 46,  0,  0,  0, 9
  0, 75, 32,100, 80, 99, 66, 69, 68, 44,100, 20, 60,  0,  6,  1, 3
 64, 83, 86,100,100, 76, 68, 53, 94, 36, 78, 11, 40,  3,  0,  0, 3
 42, 87, 77,100, 75, 76, 70, 52,100, 34, 88, 10, 44,  0,  0,  5, 3
100, 77, 61,100, 21, 79, 71, 70, 81, 73, 78, 33, 53,  0,  0,  2, 9
 62,100,100, 98, 77, 61, 45, 28, 39,  0, 79, 25, 50, 57,  0, 72, 8
 39, 83, 63,100, 78, 78, 71, 61,100, 39, 78, 11, 36,  0,  0, 17, 3
  0, 77, 30,100, 74, 96, 56, 63, 75, 43,100, 14, 59,  0, 13,  5, 3
 17, 91, 63,100, 66, 75, 56, 53,100, 36, 94, 10, 40,  0,  0,  9, 3
  0, 73, 26, 62, 99, 96, 12,100, 21, 66,100, 71, 96, 29, 49,  0, 9
 68, 89,  0,100, 38, 59, 98, 23, 80,  0, 39, 35,100, 69, 75, 92, 8
 35, 92, 61,100, 81, 75, 59, 60,100, 43, 86, 10, 40,  0,  0,  7, 3
 62, 44, 98, 76, 65,100,  3, 84,  0, 52, 70, 49,100, 35, 84,  0, 9
 24, 68, 51, 60, 96, 97, 32,100, 60, 75,100, 49, 70,  0,  0,  3, 9
 82,100, 16, 90,  0, 58, 60, 58, 93, 89,100, 60, 85, 26, 41,  0, 9
 31, 85, 51,100, 78, 80, 64, 63,100, 41, 84, 11, 41,  0,  0, 10, 3
  0,  0, 32, 10, 66, 31, 92, 56, 97, 88, 61,100, 57, 76,100, 65, 9
 28, 73, 81, 60, 73,100, 39, 72, 91, 85,100, 42, 88,  0,  0,  1, 9
 93, 95, 47,100, 54, 66,100, 80, 95, 64, 93, 20, 50,  0,  0,  9, 9
100, 89, 62,100, 47, 67, 91, 79, 94, 67, 91, 31, 63,  0,  0,  3, 9
  0, 63, 61, 38, 67,  0, 20, 14, 56, 50,100, 85, 50,100,  2, 71, 8
  7, 90, 55,100, 93, 82, 79, 54, 41, 31,  0, 10, 40,  0,100,  0, 3
 70,100, 35, 59, 96, 65, 56, 93, 67, 71,100, 53, 66,  3,  0,  0, 9
  0, 83, 35,100, 86, 88, 42, 63, 52, 47,100, 27, 60,  4,  2,  0, 3
 70, 92,  0, 83, 57, 49,100, 13, 16,  0,  5, 37, 48, 74, 64,100, 8
  0,  0, 40,  9, 74, 26, 95, 52,100, 80, 73,100, 46, 81, 74, 63, 9
 62, 57,100, 85, 52,100,  0, 76, 39, 64, 79, 57, 52, 24,  5,  0, 9
 50, 90,  0, 89, 62, 47, 88,  0,  5,  4, 42, 51,100, 95, 11,100, 8
 30, 97, 82,100, 65, 67, 19, 87, 81, 83,100, 39, 68,  0,  0, 16, 9
 23, 57, 70, 39,100,  0, 40,  1, 51, 43, 89, 83, 60,100,  0, 75, 8
 52, 70,100, 89, 50,100,  0, 82, 55, 72, 96, 54, 77, 26, 55,  0, 9
 94, 77, 61,100, 53, 73,100, 78, 98, 58, 94, 15, 49,  0,  0, 14, 9
 90, 66, 49,100,  0, 72, 67, 40,100,  0, 25, 11, 34, 55, 84, 93, 8
 87, 90, 38,100,  0, 82, 46, 71,100, 71, 73, 47, 38, 24, 27,  0, 9
 46, 79, 37, 60, 59, 22,  0,  0, 19, 35, 78, 64,100, 97, 29,100, 8
 51, 60, 47,100, 16, 68, 75, 35, 83,  0,  0,  2, 31, 39,100, 68, 8
 46, 87, 62, 65, 97,100, 32, 89, 62, 66,100, 48, 71,  4,  0,  0, 9
 48,100, 89,100, 76, 77, 69, 56,100, 35, 89, 11, 45,  0,  0,  8, 3
  0, 96, 23, 46, 91, 55, 80,100, 49, 94,100, 59, 81,  7, 15,  0, 9
 40,100,  0, 96,  1, 72, 44, 91, 63, 58,100, 29, 96,  0, 39,  9, 9
 46, 92, 45, 62, 38, 22,  0,  0,  9, 39, 57, 70,100,100, 27, 98, 8
  0,  0, 39, 12, 76, 32, 96, 58, 97, 84, 59,100, 53, 77,100, 63, 9
 51, 78,  0, 68, 47, 34,100,  0, 19,  7, 63, 43, 85, 82,  9,100, 8
 81, 85, 10, 79, 42, 38, 56,  0,  0, 21, 45, 62,100,100, 29, 82, 8
 40,100, 27, 71, 65, 89, 13, 90, 60, 62,100, 30, 62,  0,  0,  1, 9
100, 94, 29, 84, 32, 41, 59,  0,  0,  1, 42, 38, 87, 74, 52,100, 8
 12, 14, 56, 48,100, 84, 53,100, 32, 65, 80, 30, 62,  0,  0, 17, 8
  0, 86, 33,100, 60, 81, 58, 59, 96, 44,100, 14, 62,  0, 20,  6, 3
 26,100, 21, 65, 91, 32, 66,  0, 38, 25, 91, 61,100, 99,  0, 98, 8
 55, 92, 17, 78, 55, 38, 50,  0,  0, 21, 56, 55,100, 92, 25,100, 8
  0, 90, 41,100, 83, 88, 65, 65, 69, 43,100, 22, 66,  5, 14,  0, 3
  0, 80, 35,100, 80, 89, 58, 61, 68, 39,100, 15, 55,  0,  2,  3, 3
  0,  3, 28,  0, 62, 18, 87, 43,100, 71, 89,100, 54, 98, 78, 80, 9
 49, 85, 84,100, 89, 81, 48, 61, 90, 49,100, 30, 51, 14,  0,  0, 3
 28, 77, 62,100,100, 85, 67, 58, 96, 40, 92,  9, 41,  0,  0, 18, 3
  0, 80, 43, 93, 91,100, 96, 80, 75, 57,100, 36, 90, 14, 48,  0, 3
  0, 85, 26,100, 74, 89, 62, 64, 61, 39,100, 21, 64,  4,  7,  0, 3
 67, 99, 62, 62, 97, 13,  0,  0,  7, 34,100, 59,100,100, 10, 93, 8
 53, 92, 75,100, 72, 71, 64, 60,100, 44, 78, 15, 32,  0,  0, 10, 3
 96, 82, 63,100,  0, 84, 31, 71,100, 84, 91, 55, 64, 28, 36,  0, 9
 20, 80, 54,100,100, 95, 74, 65, 83, 41, 93,  9, 47,  0,  0,  2, 3
 82, 73, 61,100,  0, 80, 35, 55,100, 77, 99, 61, 87, 23, 98,  0, 9
 32, 98,  8, 71, 56, 25, 28,  0,  0, 42, 77, 69,100,100, 15, 92, 8
  4, 84, 50,100, 57, 79, 39, 52, 90, 41,100, 15, 52,  0,  0,  5, 3
 42, 85, 85,100,100, 68, 76, 32, 45,  0, 50,  1, 38, 40,  0, 65, 8
 43, 97, 80, 79, 22, 66, 35,100, 86, 75,100, 23, 48,  0,  0, 24, 9
 17, 71, 38,100, 90, 85, 68, 51, 66, 44,100, 15, 53,  0,  0, 18, 3
  0, 66, 48,100,100, 83, 69, 41, 37,  0, 81, 26, 76, 69,  8, 93, 8
  8,100, 25, 75, 84, 99,  0,100, 20, 83,100, 81, 60, 39, 13,  0, 9
100,100, 40, 88, 40, 67, 97, 79, 94, 65, 82, 40, 52, 16,  0,  0, 9
 56, 76, 73, 52, 93, 13,  0,  0, 37, 35,100, 69,100,100, 17, 76, 8
 26, 85, 68,100, 91, 79, 68, 54, 83, 40,100, 16, 56,  0,  0,  7, 3
100, 98, 54,100, 52, 68, 83, 95, 95, 61, 92, 18, 48,  0,  0,  2, 9
  8, 64, 65, 74,100,100, 43, 93,  0, 66, 57, 72, 48, 42, 27,  0, 9
 47, 80, 71,100,100, 89, 38, 72, 44, 48, 91, 23, 45,  0,  0, 10, 3
 86, 62, 64,100,  0, 80, 40, 44, 92, 12, 29,  0, 41, 37,100, 65, 8
 65, 93, 68, 73, 92, 23, 13,  0,  0, 38, 87, 65,100,100,  5, 98, 8
 55, 82, 95,100, 98, 83, 64, 62, 91, 38,100, 13, 49,  0,  0,  8, 3
 42, 97, 13, 94, 51, 76, 57,100, 90, 64,100, 21, 55,  0,  0,  0, 9
 90, 78, 43,100,  0, 73, 63, 68, 95, 94,100, 51, 79, 11, 16,  0, 9
 18, 74,  3, 67, 74, 34, 41,  0,  3, 27, 59, 63,100,100,  0, 95, 8
100, 80, 54, 77, 25, 96, 78,100, 99, 74, 76, 45, 42, 20,  0,  0, 9
 66, 98, 22, 67,100, 88, 17,100, 11, 52,  0,  0, 79, 13, 22, 53, 8
 39, 96, 79,100, 71, 71, 68, 55,100, 34, 86,  4, 43,  0,  0, 11, 3
 41,100,  0, 70, 76, 37,100,  0, 10,  5, 41, 43, 97, 79, 27, 91, 8
 79, 68,100, 94, 47,100,  0, 83, 27, 62, 84, 58, 91, 30, 80,  0, 9
 64,100,100, 92, 94, 56, 72, 22, 72,  0, 91, 31, 52, 59,  0, 80, 8
100, 83, 64,100, 50, 65, 75, 26, 35,  0,  0, 22, 46, 53,100, 78, 8
 12, 76, 27, 98, 45, 48, 28,  0,  0, 14, 54, 56,100,100, 30, 96, 8
 61, 90, 67, 61, 99,100,  9, 71, 17, 56,  0,  0,100, 25, 17, 61, 8
 12, 69, 26, 99, 79,100, 70, 73, 79, 49,100, 15, 53,  0,  0, 12, 3
 49, 95, 82,100, 68, 68, 73, 66,100, 41, 74, 12, 29,  0,  0, 21, 3
 34, 67, 98, 74,100,100, 32, 90,  0, 63, 69, 65, 85, 41, 64,  0, 9
 22, 53, 76, 70,100,100, 39, 99,  0, 71, 53, 61, 67, 31, 40,  0, 9
 62, 87, 41, 63,100,100, 22, 72,  8, 41, 30,  0, 93, 42,  0, 34, 8
 67, 99,  0, 95, 29, 61,100, 36, 87,  0, 43, 21, 70, 60, 83,100, 8
  0, 88, 65, 55,100, 16, 45,  0, 43, 40, 90, 77, 68,100,  8, 69, 8
 36, 90, 84,100,100, 75, 62, 51, 82, 45, 85, 13, 38,  0,  0, 19, 3
 88,100, 48, 94, 59, 69,100, 85, 90, 56, 80, 23, 46,  0,  0, 12, 9
 80, 78, 32,100, 16, 68, 81, 71,100, 71,100, 35, 68,  4,  0,  0, 9
 88, 88, 53, 78,100, 40, 91,  0,  0,  1,  5, 39, 57, 76, 18,100, 8
 42, 90, 74,100,100, 87, 70, 70, 46, 50, 56, 19, 35,  0,  0,  5, 3
 48,100, 31, 76, 85, 88, 17, 98, 65, 71,100, 38, 68,  6,  0,  0, 9
 33, 93, 84,100, 90, 78, 46, 59, 94, 47,100, 18, 56,  1,  0,  0, 3
 69, 98, 53, 83, 85, 98, 46,100, 81, 65,100, 27, 42, 11,  0,  0, 9
 22,100, 66, 50,100, 94, 45, 95,  5, 41, 58,  0, 78, 42,  0, 46, 8
 84, 83, 22, 76,  8, 95, 72,100,100, 76, 77, 47, 41, 22,  0,  0, 9
100, 96, 44, 75, 22,100, 77, 99, 91, 65, 93, 29, 67,  0,  0, 12, 9
 53, 93, 96,100, 99, 76, 65, 55, 79, 36,100, 14, 54,  0,  0,  0, 3
 27, 82, 58,100, 73, 83, 68, 53,100, 34, 76,  8, 38,  0,  0,  5, 3
100, 93, 62, 77,  0, 61, 13, 88, 76,100, 94, 67, 72, 33, 46,  0, 9
 36, 53,100, 82, 55,100,  2, 69, 36, 34, 74,  0,  0, 14, 62, 44, 8
 73, 78, 10, 73, 60, 35, 43,  0,  0, 25, 57, 62,100,100, 20, 96, 8
 67,100, 18, 81, 44, 39, 35,  0,  0, 28, 53, 57,100, 88, 42, 94, 8
 76, 97, 64, 62,100, 15, 14,  0,  0, 35, 90, 59, 98,100,  0, 98, 8
 26, 81, 67,100, 82, 80, 53, 54, 77, 40,100, 18, 56,  0,  0,  1, 3
 40, 88, 78,100, 71, 66, 68, 61,100, 39, 70,  7, 19,  0,  0, 27, 3
 36, 87, 24,100, 77,100, 64, 70, 74, 52,100, 26, 62,  2,  0,  0, 3
 80,100, 34, 87, 69, 69,100, 90, 81, 74, 74, 45, 44, 20,  0,  0, 9
 55, 77,  3,100, 39, 57,100, 16,  0,  0, 26, 38, 97, 77, 23, 78, 8
 86, 71, 70,100,  0, 87, 13, 60, 86, 71,100, 60, 87, 27, 88,  0, 9
  6, 96, 23, 52,100, 63, 53,100, 19, 77, 94, 48, 87,  2,  0,  0, 9
 67, 66, 56,100, 10, 74, 59, 38, 70,  0,  0, 15, 29, 54,100, 82, 8
 75, 75, 36,100,  6, 68, 62, 35,100,  0,  0,  6, 31, 41, 93, 74, 8
 42, 81,  6, 56, 95, 70, 71,100, 19, 62,100, 75, 75, 29,  0,  0, 9
  5, 55, 79, 87,  5,100, 38, 53, 67,  6,  0,  0, 27, 47,100, 84, 8
 65, 64,  9, 63, 20, 92, 73,100,100, 75, 80, 46, 42, 22,  0,  0, 9
 88, 59,100,100, 16, 85, 42, 45, 82,  8,  0,  0, 32, 40, 89, 77, 8
 59, 82, 11, 67,100, 65, 54,100, 40, 48,  0, 22, 60,  0, 43, 52, 8
 24, 81, 57,100, 85, 76, 59, 47, 82, 41,100, 15, 53,  0,  0,  5, 3
 76, 91, 85, 67,100,100, 32, 83, 94, 70, 94, 53, 73,  4,  0,  0, 9
 93, 87, 50, 73, 27, 81, 75,100,100, 80, 67, 52, 27, 27,  0,  0, 9
 44, 81, 72,100,100, 82, 64, 58, 99, 42, 93, 13, 47,  1,  0,  0, 3
 25, 79, 59,100,100, 88, 63, 63, 35, 41, 80, 21, 54,  0,  0,  6, 3
  7, 85, 29,100, 28, 70, 26, 55, 83, 58,100, 31, 55, 11,  0,  0, 3
 45, 77, 74,100,100, 87, 74, 58, 81, 40, 74,  6, 37,  0,  0, 11, 3
100, 84, 55, 99,  4, 72, 49, 33, 43,  0,  0, 28, 41, 69, 97,100, 8
 10, 87, 58,100, 92, 84, 64, 58, 62, 36,100, 17, 55,  0,  0,  1, 3
 39, 58,100, 79, 88,100,  6, 80,  0, 54, 89, 68, 63, 39, 31,  0, 9
 77, 94, 35,100, 53, 74, 74, 90, 99, 52,100, 10, 51,  0,  0,  6, 9
100, 94, 29,100,  0, 72, 70, 79, 88, 98, 64, 65, 50, 33, 43,  0, 9
 42, 87, 80,100, 70, 72, 58, 62,100, 46, 87, 15, 42,  0,  0,  3, 3
 21, 94, 44, 73,100,100, 13,100, 16, 80, 61, 66, 23, 33,  0,  0, 9
  9, 83, 30,100, 84, 95, 64, 67, 85, 50,100, 23, 57,  3,  0,  0, 3
  0, 26, 57, 56, 98, 94, 31,100, 45, 63,100, 31, 78,  0,  9, 16, 8
 32,100, 17, 75, 87, 41, 64,  0, 12, 20, 79, 55,100, 96,  0, 96, 8
 32, 88, 21,100, 66, 94, 45, 65, 69, 54,100, 29, 64,  3,  0,  0, 3
 37,100,  0, 60, 94, 94,  3, 89, 29, 54,  0,  0,100, 28,  8, 38, 8
  0, 71, 52,100,100, 75, 53, 37, 13,  0, 82,  7, 34, 44, 16, 83, 8
 60,100, 14, 67,100, 55, 80, 98, 39, 56,  0, 13, 80,  0, 50, 45, 8
 57, 87,  0,100, 17, 63,100, 28, 94,  0, 20, 34, 89, 71, 37, 87, 8
 68, 90,100,100,100, 80, 79, 59, 71, 35, 73, 11, 39,  0,  0,  3, 3
 37, 90,  4, 97, 35, 57,100, 22, 49,  0,  0, 33, 54, 72, 35,100, 8
 63, 48,100, 73, 77,100, 13, 92,  0, 65, 64, 57, 86, 31, 77,  0, 9
 29, 78, 52,100, 72, 80, 65, 61,100, 43, 81, 14, 33,  0,  0, 20, 3
 97, 82, 62,100, 13, 69, 63, 59,100, 88, 96, 41, 64,  1,  0,  0, 9
